,CustomerID,frequency,monetary_value,recency
891,13523.0,177,3755.38,32
892,13524.0,27,680.1800000000001,40
893,13525.0,6,628.78,14
894,13527.0,224,2263.76,33
895,13529.0,15,307.76,78
896,13531.0,22,483.8,204
897,13532.0,66,210.31,33
898,13533.0,76,270.79,182
899,13534.0,342,5613.08,1
900,13536.0,179,3448.29,0
901,13538.0,25,1280.85,42
902,13539.0,38,605.84,85
903,13544.0,87,291.41,39
904,13546.0,98,626.99,11
905,13548.0,124,682.41,95
906,13549.0,52,916.12,25
907,13551.0,4,91.80000000000001,318
908,13552.0,121,3539.53,65
909,13555.0,136,4149.28,73
910,13557.0,34,584.06,27
911,13558.0,175,605.06,5
912,13560.0,33,174.37,6
913,13561.0,14,141.85999999999999,215
914,13562.0,82,1799.33,81
915,13563.0,49,777.53,83
916,13564.0,85,647.74,143
917,13565.0,38,240.22,18
918,13566.0,176,874.71,40
919,13568.0,44,192.85,172
920,13569.0,85,373.75,16
921,13570.0,27,239.49,242
922,13571.0,341,2092.32,12
923,13572.0,33,1384.25,205
924,13573.0,26,294.4,49
925,13575.0,46,732.0699999999999,22
926,13576.0,130,6703.3,9
927,13577.0,85,1658.3,24
928,13579.0,23,467.04,14
929,13581.0,10,118.0,308
930,13583.0,53,781.03,155
931,13584.0,24,142.4,306
932,13587.0,11,347.0,31
933,13588.0,180,2445.12,15
934,13589.0,21,379.65,14
935,13590.0,89,1976.12,10
936,13591.0,58,1117.13,64
937,13592.0,16,247.95999999999998,35
938,13593.0,129,1990.28,107
939,13594.0,26,396.97,52
940,13596.0,166,697.04,5
941,13598.0,41,167.42000000000002,46
942,13599.0,264,5030.6,0
943,13600.0,19,219.52,311
944,13601.0,99,693.32,44
945,13602.0,23,428.89,64
946,13603.0,27,164.34,25
947,13606.0,43,280.53999999999996,28
948,13607.0,98,678.01,39
949,13610.0,228,1115.43,11
950,13611.0,76,1158.2,88
951,13614.0,201,1610.46,23
952,13615.0,24,399.99,312
953,13617.0,44,544.18,39
954,13618.0,13,177.34,173
955,13621.0,19,213.85,116
956,13623.0,86,672.44,30
957,13626.0,19,257.23,252
958,13627.0,94,1624.02,58
959,13629.0,59,7792.36,22
960,13630.0,80,1995.68,4
961,13631.0,12,3021.77,99
962,13632.0,147,2117.02,24
963,13634.0,188,1575.16,32
964,13635.0,62,1071.03,67
965,13636.0,64,941.62,36
966,13637.0,101,810.5,51
967,13638.0,8,122.64,15
968,13639.0,40,1033.34,73
969,13642.0,66,354.8,215
970,13643.0,28,519.44,30
971,13644.0,148,2597.52,8
972,13645.0,5,252.1,119
973,13647.0,80,1670.22,9
974,13649.0,23,346.6,256
975,13650.0,98,1809.34,16
976,13651.0,6,94.2,34
977,13652.0,63,1095.08,45
978,13654.0,166,2707.33,42
979,13655.0,56,932.97,113
980,13656.0,49,379.65,164
981,13657.0,16,382.14,10
982,13658.0,112,2421.47,9
983,13659.0,108,1550.85,196
984,13662.0,58,879.08,85
985,13663.0,13,189.47,178
986,13666.0,12,84.65,59
987,13667.0,87,305.02,148
988,13668.0,501,6216.07,2
989,13669.0,9,218.55,50
990,13670.0,25,349.7,74
991,13672.0,16,-71.46,300
992,13673.0,65,396.92,18
993,13675.0,25,486.82000000000005,150
994,13678.0,16,232.6,151
995,13680.0,216,2202.31,0
996,13681.0,57,827.83,17
997,13682.0,3,59.5,186
998,13684.0,31,64.23,285
999,13685.0,39,3119.44,2
1000,13686.0,8,72.0,182
1001,13689.0,6,910.0,62
1002,13690.0,9,172.25,58
1003,13692.0,55,1466.8700000000001,24
1004,13693.0,4,-32.0,324
1006,13695.0,90,2504.13,30
1007,13697.0,12,151.29999999999998,38
1008,13699.0,14,308.58000000000004,154
1009,13700.0,197,2265.12,25
1010,13703.0,1,99.5,317
1011,13704.0,135,2295.31,4
1012,13705.0,28,711.86,7
1013,13706.0,20,330.79,302
1014,13707.0,48,806.41,266
1015,13708.0,51,296.88,270
1016,13709.0,346,6249.110000000001,3
1017,13710.0,8,180.48,31
1018,13711.0,13,252.06,218
1019,13712.0,10,228.84,246
1020,13715.0,108,1053.94,280
1021,13716.0,21,138.28,268
1022,13717.0,103,1432.26,31
1023,13718.0,12,306.55,245
1024,13719.0,60,1041.68,14
1025,13720.0,43,799.9,116
1026,13721.0,28,524.14,35
1027,13722.0,86,2369.16,119
1028,13723.0,6,199.85000000000002,216
1029,13725.0,118,1809.81,49
1030,13726.0,42,1079.6599999999999,38
1031,13727.0,20,333.48,28
1032,13728.0,63,1016.14,36
1033,13730.0,43,752.6,135
1034,13731.0,38,610.59,218
1035,13732.0,33,491.86,27
1036,13735.0,208,2766.18,24
1037,13736.0,194,724.0,4
1038,13737.0,30,339.59999999999997,199
1039,13739.0,3,216.9,17
1040,13740.0,23,350.75,240
1041,13741.0,35,666.33,71
1042,13742.0,323,3102.42,16
1043,13743.0,42,1340.1499999999999,2
1044,13744.0,72,1156.36,94
1045,13745.0,26,291.54,150
1046,13747.0,1,79.6,373
1047,13748.0,28,948.25,95
1048,13750.0,24,1647.26,53
1049,13751.0,9,296.25,287
1050,13752.0,76,1186.28,123
1051,13753.0,35,741.26,287
1052,13754.0,12,282.59999999999997,151
1053,13755.0,343,2154.68,3
1054,13756.0,143,5145.12,1
1055,13758.0,117,3190.55,11
1056,13759.0,25,659.4100000000001,32
1057,13760.0,57,286.79,53
1058,13761.0,70,1070.65,49
1059,13762.0,14,3.552713678800501e-15,203
1060,13763.0,17,1689.46,62
1061,13764.0,208,1521.76,70
1063,13769.0,143,2771.87,1
1064,13771.0,120,2631.7,63
1065,13772.0,177,1132.13,33
1066,13774.0,22,345.0,81
1068,13778.0,9,178.7,102
1069,13780.0,57,360.01,6
1070,13781.0,17,127.84,250
1071,13782.0,115,912.0,12
1072,13784.0,31,2462.79,9
1073,13786.0,7,230.39999999999998,366
1074,13787.0,31,309.04,75
1075,13790.0,45,348.8,3
1076,13791.0,17,1047.68,42
1077,13792.0,13,195.55,65
1079,13799.0,39,688.86,116
1080,13800.0,33,558.32,309
1081,13801.0,23,324.8,66
1082,13802.0,66,3906.27,137
1083,13803.0,17,277.07,254
1084,13804.0,137,2635.79,30
1085,13805.0,13,924.6,51
1086,13806.0,10,256.38,63
1087,13807.0,7,112.6,366
1088,13808.0,76,1747.66,5
1089,13809.0,12,155.05,304
1090,13810.0,36,899.51,28
1091,13811.0,14,591.75,183
1092,13812.0,36,539.0,41
1093,13813.0,71,1353.41,39
1094,13814.0,58,1562.12,55
1095,13815.0,177,4014.91,21
1096,13816.0,33,555.04,23
1097,13817.0,24,382.98,28
1098,13819.0,36,1140.35,301
1099,13821.0,59,385.64,144
1100,13822.0,96,632.0,5
1101,13823.0,40,957.66,18
1102,13824.0,46,1698.94,32
1103,13826.0,12,174.65,157
1104,13827.0,93,412.05,57
1105,13828.0,15,209.49,21
1106,13829.0,1,-102.0,358
1107,13831.0,74,2202.99,15
1108,13832.0,4,40.949999999999996,17
1109,13833.0,29,384.8,158
1110,13835.0,55,834.57,24
1111,13837.0,19,271.24,211
1112,13838.0,174,691.73,5
1113,13841.0,1,85.0,252
1114,13842.0,206,3385.62,58
1115,13844.0,20,361.62,10
1116,13845.0,9,312.98,64
1117,13846.0,58,847.61,24
1118,13848.0,5,1255.0,91
1119,13849.0,101,1537.95,51
1120,13850.0,94,1586.81,87
1121,13851.0,81,2651.46,95
1122,13853.0,24,1056.94,8
1123,13854.0,114,8025.0199999999995,8
1124,13856.0,17,363.4,168
1125,13858.0,11,216.17,56
1126,13859.0,28,201.16,325
1127,13860.0,77,1240.0,0
1128,13862.0,142,2187.31,17
1129,13863.0,22,299.56,244
1130,13865.0,30,501.56,57
1131,13866.0,7,145.67000000000002,73
1132,13867.0,61,1015.29,30
1133,13868.0,33,3192.54,6
1134,13869.0,307,3104.95,122
1135,13870.0,118,2751.25,1
1136,13871.0,338,6389.8,22
1137,13873.0,24,381.7,119
1138,13874.0,18,540.45,357
1139,13875.0,104,1786.79,53
1140,13876.0,7,122.7,63
1141,13877.0,3,117.24,85
1142,13878.0,36,1281.53,54
1143,13880.0,165,3219.77,20
1145,13882.0,66,1131.28,2
1146,13883.0,155,2538.75,0
1147,13884.0,60,781.3000000000001,6
1148,13885.0,28,506.8,188
1149,13886.0,16,243.56,70
1150,13887.0,19,349.55,203
1151,13888.0,40,605.63,119
1152,13889.0,15,416.90000000000003,92
1153,13890.0,114,1860.8600000000001,0
1154,13892.0,27,632.97,26
1155,13893.0,21,821.1,297
1156,13894.0,30,535.97,21
1157,13895.0,119,2588.12,20
1158,13897.0,17,311.16,49
1159,13898.0,12,155.93,325
1160,13899.0,19,388.52,15
1161,13900.0,43,740.95,182
1162,13901.0,149,2867.2,71
1163,13904.0,26,332.64,36
1164,13908.0,126,2347.05,79
1165,13911.0,148,2580.91,56
1166,13914.0,34,613.95,3
1167,13917.0,18,272.04,49
1168,13918.0,30,1212.8400000000001,49
1169,13919.0,33,350.15999999999997,52
1170,13922.0,7,172.25,351
1171,13923.0,20,351.13,53
1172,13924.0,137,1682.08,1
1173,13925.0,45,616.65,35
1174,13926.0,11,223.85000000000002,22
1175,13927.0,21,348.99,74
1176,13928.0,27,464.57,10
1177,13929.0,10,802.85,168
1178,13930.0,17,337.34,57
1179,13931.0,59,1230.93,85
1180,13932.0,16,307.4,294
1181,13933.0,23,608.7900000000001,108
1182,13934.0,31,922.1,263
1183,13936.0,27,361.28,170
1184,13937.0,9,158.85,168
1185,13938.0,7,71.66,34
1186,13939.0,46,556.75,22
1187,13940.0,49,839.14,16
1188,13941.0,47,4912.41,21
1189,13946.0,11,561.5699999999999,78
1190,13947.0,5,90.6,64
1191,13948.0,3,102.0,360
1192,13949.0,160,2427.32,2
1193,13950.0,36,728.56,10
1194,13951.0,39,674.45,175
1195,13952.0,138,3246.091,210
1196,13953.0,20,3515.68,6
1197,13954.0,30,378.59,1
1198,13955.0,33,322.96,153
1199,13956.0,152,1026.42,4
1200,13958.0,5,-102.45,371
1201,13959.0,92,598.2,78
1202,13960.0,12,230.22,20
1203,13962.0,11,169.55,21
1204,13963.0,35,664.54,307
1205,13967.0,2,80.7,145
1206,13969.0,633,8986.69,6
1207,13971.0,158,2702.2200000000003,8
1208,13972.0,15,190.25,70
1209,13973.0,11,264.7,286
1210,13974.0,28,413.59000000000003,48
1211,13975.0,340,2503.23,30
1212,13976.0,10,357.98,206
1213,13978.0,15,196.79000000000002,14
1214,13979.0,54,869.87,72
1215,13980.0,11,200.14,59
1216,13982.0,115,1861.11,38
1217,13983.0,112,2590.46,29
1218,13984.0,17,488.03,26
1219,13985.0,353,7024.53,3
1220,13986.0,13,320.46,16
1221,13988.0,239,4098.8,19
1222,13989.0,41,1266.08,65
1223,13990.0,16,311.3,212
1224,13991.0,86,850.63,11
1225,13992.0,5,76.8,29
1226,13993.0,125,3409.66,31
1227,13994.0,155,2313.14,3
1228,13995.0,87,1383.49,14
1229,13999.0,212,3865.26,9
1230,14000.0,16,633.71,205
1231,14001.0,40,2030.3300000000002,45
1232,14002.0,47,529.73,133
1233,14004.0,171,4582.64,42
1234,14005.0,84,2874.72,9
1235,14006.0,30,962.19,115
1236,14009.0,44,685.9300000000001,197
1237,14012.0,11,328.8,277
1238,14013.0,34,473.02,109
1239,14014.0,39,505.18,76
1240,14015.0,20,917.34,52
1241,14016.0,162,4328.46,153
1242,14019.0,68,1398.96,46
1243,14020.0,39,642.8,16
1244,14021.0,22,631.9,154
1245,14022.0,28,440.0,224
1246,14023.0,31,584.07,6
1247,14024.0,16,327.7,121
1248,14027.0,6,104.82,60
1249,14029.0,15,467.66,62
1250,14030.0,243,2360.09,17
1252,14032.0,152,2929.84,1
1253,14034.0,92,512.02,21
1254,14035.0,66,1428.02,28
1255,14036.0,38,626.65,284
1256,14037.0,28,147.20000000000002,175
1257,14038.0,93,1554.48,77
1258,14039.0,6,152.2,32
1259,14040.0,241,3542.19,40
1260,14041.0,21,141.41,265
1261,14044.0,209,652.82,26
1262,14045.0,6,1659.75,108
1263,14046.0,14,154.99,283
1264,14047.0,34,1290.01,8
1265,14048.0,88,375.13,276
1266,14049.0,505,5639.15,16
1267,14050.0,54,746.36,31
1269,14052.0,56,225.36,19
1270,14053.0,4,260.25,123
1271,14054.0,6,92.46,64
1272,14055.0,10,725.6400000000001,105
1274,14057.0,291,6147.4,23
1275,14059.0,8,183.6,266
1276,14060.0,203,6135.38,4
1277,14062.0,111,10464.85,9
1278,14064.0,82,1188.32,28
1279,14066.0,7,152.55,266
1280,14067.0,52,374.7,63
1281,14068.0,24,265.85,319
1282,14071.0,333,1307.41,3
1283,14073.0,14,139.54,20
1284,14075.0,43,942.26,4
1285,14076.0,46,122.47,128
1286,14077.0,42,499.41999999999996,40
1287,14078.0,65,1049.37,101
1288,14079.0,12,375.1,124
1289,14080.0,4,45.599999999999994,32
1290,14081.0,156,904.67,266
1291,14082.0,29,182.25,364
1292,14083.0,181,1018.43,3
1293,14085.0,451,4435.79,1
1294,14087.0,70,181.67,2
1296,14089.0,14,161.0,56
1297,14090.0,1,76.32000000000001,324
1298,14092.0,217,4063.1,7
1299,14093.0,105,442.85,11
1301,14098.0,21,147.35,36
1302,14099.0,252,3092.9700000000003,15
1303,14100.0,26,194.9,137
1304,14101.0,35,5976.79,73
1305,14102.0,84,1314.73,4
1306,14104.0,21,216.20999999999998,154
1307,14105.0,76,1260.33,84
1308,14107.0,124,2688.48,51
1309,14108.0,35,594.16,30
1310,14109.0,14,80.2,22
1311,14110.0,157,5669.65,3
1312,14111.0,11,688.6,13
1313,14112.0,173,2774.17,22
1314,14113.0,40,1377.92,3
1315,14114.0,15,386.53,273
1316,14116.0,72,1382.74,19
1317,14117.0,3,90.0,143
1318,14119.0,1,-19.9,353
1319,14121.0,161,2740.3,3
1320,14124.0,5,419.58000000000004,83
1321,14125.0,167,2740.43,10
1322,14126.0,16,643.6300000000001,7
1323,14127.0,44,709.71,122
1324,14128.0,46,637.5,60
1325,14129.0,52,1123.8600000000001,1
1326,14130.0,67,483.86,318
1327,14132.0,201,3580.13,1
1328,14133.0,30,590.3399999999999,129
1329,14135.0,134,4690.31,1
1330,14138.0,47,982.3800000000001,1
1331,14139.0,26,415.82,45
1332,14140.0,67,920.05,3
1333,14141.0,46,879.0300000000001,2
1334,14142.0,22,311.81,372
1335,14143.0,7,115.8,133
1336,14145.0,12,3148.2,46
1337,14146.0,245,2949.57,8
1338,14147.0,6,468.4,48
1339,14148.0,3,157.2,233
1340,14149.0,40,259.43,212
1341,14150.0,26,658.64,35
1342,14152.0,50,611.09,74
1343,14154.0,52,1345.62,238
1344,14155.0,6,118.75,265
1346,14157.0,49,400.43,19
1347,14158.0,41,507.66,39
1349,14161.0,108,1110.52,215
1350,14162.0,25,289.36,173
1351,14163.0,52,2445.91,86
1352,14164.0,29,1631.77,70
1353,14165.0,25,122.53999999999999,275
1354,14167.0,52,574.84,38
1355,14171.0,58,363.79,97
1356,14173.0,29,450.84,10
1357,14174.0,26,134.46,32
1358,14175.0,164,3108.06,50
1359,14176.0,32,574.0,296
1360,14177.0,43,554.46,84
1361,14178.0,327,1620.93,8
1362,14179.0,165,719.78,40
1363,14180.0,248,4640.77,10
1364,14184.0,24,452.89,66
1365,14185.0,3,197.65,330
1366,14188.0,71,2018.91,8
1367,14189.0,277,4604.31,1
1368,14191.0,263,4660.01,1
1369,14193.0,42,853.39,67
1370,14194.0,604,11216.75,4
1371,14195.0,8,962.7,201
1372,14196.0,6,335.52,106
1373,14198.0,44,663.5,3
1374,14199.0,2,185.39999999999998,217
1375,14201.0,39,688.04,59
1376,14204.0,44,161.03,1
1377,14205.0,39,218.78,10
1378,14206.0,21,308.26,238
1379,14208.0,10,151.74,94
1380,14209.0,88,2067.13,10
1381,14210.0,103,1900.89,90
1382,14211.0,118,2208.3,52
1383,14212.0,9,1070.48,89
1384,14213.0,5,-1192.2,371
1385,14214.0,70,1000.23,30
1386,14215.0,109,1777.92,11
1387,14216.0,59,1839.3,2
1388,14217.0,107,1925.3600000000001,1
1389,14218.0,12,169.48000000000002,42
1390,14219.0,7,89.94,3
1391,14220.0,21,632.4,246
1392,14221.0,194,3427.85,41
1393,14222.0,41,683.17,176
1394,14223.0,61,975.23,91
1395,14224.0,118,1050.12,109
1396,14226.0,73,2201.64,28
1397,14227.0,183,3315.71,25
1398,14229.0,43,1450.6,51
1399,14231.0,54,822.0600000000001,178
1400,14232.0,118,2043.93,31
1401,14233.0,36,1447.51,43
1402,14234.0,159,775.46,21
1403,14235.0,80,3093.86,9
1404,14236.0,15,490.86,80
1405,14237.0,9,161.0,372
1406,14238.0,8,146.85,325
1407,14239.0,116,2323.5,42
1408,14240.0,42,890.34,29
1409,14241.0,10,213.70000000000002,183
1410,14242.0,16,280.55,234
1411,14243.0,148,2535.88,8
1412,14245.0,112,1677.48,175
1413,14246.0,75,1474.06,110
1414,14247.0,20,136.76999999999998,277
1415,14248.0,8,302.58,317
1416,14250.0,111,1904.05,6
1417,14251.0,78,2879.7000000000003,1
1418,14256.0,54,935.0600000000001,253
1419,14257.0,107,3087.27,50
1420,14258.0,112,12650.08,8
1421,14259.0,5,120.0,141
1422,14261.0,52,1163.45,50
1423,14262.0,143,2618.23,7
1424,14264.0,19,319.47,154
1425,14265.0,31,530.18,108
1426,14267.0,66,1279.09,150
1427,14270.0,29,492.65000000000003,331
1428,14271.0,10,112.32,225
1429,14272.0,33,437.96,73
1430,14273.0,29,559.97,50
1431,14276.0,75,1019.39,87
1432,14277.0,228,3957.0,14
1433,14280.0,8,134.04,196
1434,14282.0,156,3729.34,2
1435,14284.0,34,578.45,30
1436,14285.0,27,1910.01,20
1437,14286.0,285,4595.81,23
1438,14287.0,11,151.23000000000002,7
1439,14288.0,17,413.85,211
1440,14289.0,47,911.26,8
1441,14290.0,103,2307.4500000000003,10
1442,14291.0,238,3873.3,1
1443,14292.0,108,4819.33,7
1444,14293.0,61,1046.56,2
1445,14295.0,7,154.70000000000002,39
1446,14297.0,64,1284.06,17
1448,14299.0,162,2855.35,7
1449,14300.0,3,43.2,18
1450,14301.0,16,632.04,107
1451,14304.0,27,197.1,222
1452,14305.0,110,1803.76,70
1453,14306.0,35,2083.42,50
1454,14307.0,180,2995.72,88
1455,14309.0,123,2319.68,7
1456,14311.0,27,229.71,224
1457,14312.0,87,1611.59,46
1458,14314.0,8,120.0,106
1459,14315.0,104,2456.98,20
1460,14317.0,24,508.58000000000004,64
1461,14320.0,42,343.11,206
1462,14321.0,123,1530.75,10
1463,14323.0,41,574.26,114
1464,14326.0,9,166.85,234
1465,14327.0,12,311.65,162
1466,14329.0,269,4928.74,8
1467,14331.0,28,462.65999999999997,123
1468,14332.0,26,866.31,22
1469,14333.0,19,351.45,63
1470,14334.0,163,2539.46,16
1471,14335.0,63,468.26,15
1472,14336.0,90,1614.91,16
1473,14338.0,34,554.22,157
1474,14339.0,18,289.90999999999997,234
1475,14340.0,6,134.7,218
1476,14341.0,130,2166.38,44
1477,14342.0,24,607.71,20
1478,14344.0,71,889.9300000000001,126
1479,14345.0,6,108.97999999999999,38
1480,14346.0,60,1021.58,120
1481,14348.0,18,409.57,259
1482,14349.0,31,133.5,9
1483,14350.0,21,258.7,270
1484,14351.0,1,51.0,164
1485,14352.0,47,1078.96,156
1486,14353.0,6,90.6,214
1487,14354.0,9,163.62,5
1488,14355.0,11,174.4,365
1489,14356.0,38,666.9399999999999,59
1490,14357.0,41,225.77,42
1491,14359.0,58,882.58,18
1492,14360.0,118,2128.23,31
1493,14362.0,41,161.2,21
1494,14364.0,69,3717.35,108
1495,14367.0,533,9167.82,7
1496,14368.0,8,155.0,319
1497,14371.0,4,100.5,294
1498,14373.0,4,76.55,357
1499,14375.0,75,257.68,184
1500,14377.0,11,617.05,190
1501,14379.0,46,348.1,43
1502,14381.0,56,202.68,51
1503,14382.0,131,626.0699999999999,25
1504,14383.0,59,1247.69,37
1505,14385.0,14,202.11,8
1506,14386.0,7,142.4,296
1507,14387.0,140,1770.56,32
1508,14388.0,191,3172.04,8
1509,14389.0,62,999.72,8
1510,14390.0,291,4592.47,9
1511,14393.0,5,67.95,217
1512,14395.0,353,3471.91,1
1513,14396.0,73,487.99,64
1514,14397.0,95,2556.68,0
1515,14400.0,26,559.7,140
1516,14401.0,183,4039.98,3
1517,14403.0,26,1426.31,129
1518,14404.0,104,1434.72,33
1519,14406.0,8,156.75,118
1520,14407.0,76,2111.08,106
1521,14408.0,107,2606.53,10
1522,14409.0,55,1908.25,70
1523,14410.0,287,576.3,15
1524,14411.0,14,1063.0,310
1525,14412.0,45,761.3299999999999,34
1526,14413.0,23,122.7,361
1527,14414.0,98,1485.1299999999999,91
1528,14415.0,612,5811.56,0
1529,14416.0,14,490.22,21
1530,14418.0,124,1937.25,3
1531,14419.0,206,1058.06,10
1532,14420.0,30,385.87,84
1533,14421.0,27,813.11,56
1534,14422.0,222,4263.64,0
1535,14423.0,3,265.2,217
1536,14424.0,1,322.08,17
1537,14426.0,264,3918.9,18
1538,14427.0,17,363.34000000000003,49
1539,14428.0,148,1230.14,6
1540,14431.0,22,397.76,298
1541,14432.0,382,2255.51,9
1542,14434.0,12,1372.8,21
1543,14436.0,9,89.06,98
1544,14437.0,6,-43.400000000000006,142
1545,14438.0,9,131.9,305
1546,14439.0,32,2661.24,319
1547,14440.0,55,2357.6800000000003,7
1548,14441.0,59,1545.14,0
1549,14442.0,68,1544.62,1
1550,14443.0,98,1400.88,53
1551,14446.0,293,1039.58,0
1552,14447.0,70,1163.23,18
1553,14448.0,20,375.35,8
1554,14449.0,258,907.1,18
1555,14450.0,40,483.25,180
1556,14451.0,109,662.59,59
1557,14452.0,62,264.44,10
1558,14453.0,22,119.93,189
1560,14457.0,4,113.64,310
1561,14459.0,37,1837.92,154
1562,14460.0,17,383.34,109
1563,14461.0,180,2103.06,147
1564,14462.0,246,1965.9,63
1565,14463.0,6,529.62,97
1566,14465.0,130,1058.6200000000001,246
1567,14466.0,72,2272.4,28
1568,14467.0,90,598.76,17
1569,14470.0,43,461.19,11
1570,14472.0,281,1936.84,103
1571,14473.0,7,234.34000000000003,73
1572,14474.0,30,537.71,42
1573,14475.0,47,799.82,71
1574,14476.0,19,215.7,256
1575,14477.0,11,1307.81,19
1576,14479.0,18,316.25,253
1577,14480.0,13,279.05,10
1578,14481.0,30,636.51,164
1579,14482.0,144,2068.15,17
1580,14483.0,10,129.2,149
1581,14484.0,14,321.92,49
1582,14485.0,47,165.75,38
1583,14487.0,145,1183.58,26
1584,14488.0,49,1047.43,50
1585,14489.0,30,463.38,206
1586,14491.0,17,340.93,174
1587,14493.0,123,2362.84,6
1588,14494.0,7,139.56,25
1589,14495.0,6,123.8,50
1590,14496.0,19,538.8100000000001,311
1591,14497.0,31,457.47,300
1592,14498.0,193,1957.32,42
1593,14499.0,194,815.32,25
1594,14500.0,7,356.85,87
1595,14501.0,12,190.31,63
1596,14502.0,631,2351.02,19
1597,14503.0,164,3543.26,2
1598,14504.0,107,673.26,46
1600,14506.0,316,2012.17,16
1601,14507.0,98,1368.18,23
1602,14508.0,57,276.42,21
1603,14511.0,71,1267.4099999999999,10
1604,14512.0,23,275.28,187
1605,14513.0,18,438.49,100
1606,14514.0,73,1055.35,60
1607,14515.0,101,2102.09,17
1608,14517.0,18,330.45,32
1609,14518.0,16,174.37,63
1610,14520.0,4,270.6,1
1611,14522.0,17,974.54,23
1612,14523.0,12,241.09,107
1613,14524.0,203,1867.68,31
1614,14525.0,298,4221.37,8
1616,14528.0,18,364.21999999999997,36
1617,14529.0,229,620.04,59
1618,14530.0,216,2925.91,25
1619,14532.0,64,932.85,235
1620,14533.0,65,1812.6200000000001,24
1621,14534.0,558,4075.35,2
1622,14535.0,333,2841.09,58
1623,14536.0,19,171.8,259
1624,14537.0,10,355.56,57
1625,14538.0,19,388.25,64
1626,14539.0,32,537.48,15
1627,14540.0,76,996.26,9
1628,14541.0,111,1461.65,58
1629,14542.0,5,103.25,185
1630,14543.0,107,2916.17,3
1631,14544.0,114,2024.45,23
1632,14546.0,417,2487.02,3
1633,14547.0,367,3986.7400000000002,3
1634,14548.0,4,652.8,150
1635,14549.0,56,289.24,310
1636,14550.0,48,765.62,10
1637,14551.0,10,186.23,17
1638,14552.0,58,165.07,151
1639,14553.0,113,859.27,18
1640,14554.0,216,2381.04,9
1641,14555.0,21,324.14,56
1642,14557.0,32,0.0,63
1643,14560.0,76,2174.18,6
1644,14561.0,69,1080.76,75
1645,14562.0,446,4709.22,3
1646,14565.0,129,3073.77,95
1647,14566.0,4,1432.0,110
1648,14567.0,34,1524.46,34
1649,14569.0,12,227.39,0
1650,14570.0,29,218.06,280
1651,14572.0,273,2803.69,2
1652,14573.0,241,1603.72,179
1653,14576.0,1,35.400000000000006,371
1654,14577.0,123,859.71,12
1655,14578.0,24,168.63,2
1656,14581.0,17,138.6,16
1657,14582.0,6,114.11,40
1658,14583.0,330,1052.55,5
1659,14584.0,101,1029.26,168
1660,14585.0,29,157.05,49
1661,14586.0,27,134.16,226
1662,14587.0,384,1598.24,18
1663,14589.0,3,39.75,371
1664,14591.0,197,1447.14,14
1665,14592.0,164,570.46,34
1666,14593.0,152,617.99,21
1667,14594.0,53,379.83,6
1668,14595.0,102,1740.6,19
1669,14597.0,55,883.15,10
1670,14598.0,50,221.97,43
1671,14600.0,25,393.33000000000004,305
1672,14601.0,7,213.96,10
1673,14603.0,2,660.0,274
1675,14607.0,114,11341.1,15
1676,14608.0,20,1785.15,3
1677,14609.0,4,601.56,71
1678,14616.0,3,406.08000000000004,242
1679,14618.0,17,538.59,8
1680,14619.0,22,379.51,238
1681,14620.0,30,393.28000000000003,203
1682,14621.0,96,1765.76,0
1683,14622.0,21,320.58000000000004,184
1684,14623.0,135,869.35,31
1685,14624.0,13,225.85,56
1686,14625.0,57,848.48,184
1687,14626.0,126,2757.07,8
1688,14627.0,5,-21.85,311
1689,14628.0,24,671.96,90
1690,14629.0,153,939.21,3
1691,14631.0,41,1006.98,50
1692,14632.0,8,114.56,262
1693,14633.0,20,344.90000000000003,265
1694,14636.0,28,609.85,35
1695,14638.0,16,443.6,50
1696,14639.0,175,2952.34,51
1697,14640.0,113,2042.15,15
1698,14641.0,7,110.46,21
1699,14642.0,2,96.12,58
1700,14643.0,34,668.61,169
1701,14644.0,29,780.46,8
1702,14645.0,30,597.09,156
1704,14647.0,30,243.22,200
1705,14649.0,199,1417.29,4
1706,14651.0,102,654.6,66
1707,14652.0,29,114.18,76
1708,14653.0,237,1947.55,0
1709,14655.0,50,1930.15,3
1710,14656.0,80,291.05,168
1711,14657.0,127,838.27,17
1712,14658.0,29,247.15,4
1713,14659.0,259,2456.53,8
1714,14660.0,30,285.74,86
1715,14661.0,4,107.95,26
1716,14662.0,168,771.17,28
1717,14664.0,99,637.89,19
1718,14665.0,117,1258.38,60
1719,14666.0,14,195.25,23
1720,14667.0,576,9231.2,10
1721,14669.0,170,1269.99,241
1722,14670.0,132,411.53,279
1723,14672.0,61,765.55,234
1724,14673.0,74,1736.4,2
1725,14675.0,102,604.75,15
1726,14676.0,44,2543.2400000000002,30
1727,14679.0,1,-2.55,371
1729,14681.0,7,498.95,70
1730,14682.0,2,52.0,187
1731,14684.0,421,1236.28,25
1732,14687.0,15,628.38,106
1733,14688.0,359,5107.38,7
1734,14689.0,13,112.8,208
1735,14690.0,54,358.61,43
1736,14691.0,71,2114.33,30
1737,14692.0,69,582.05,136
1738,14693.0,8,172.9,264
1739,14696.0,133,2070.97,3
1740,14697.0,22,188.60999999999999,217
1741,14698.0,210,1250.76,1
1742,14699.0,8,109.13000000000001,213
1743,14700.0,115,2235.3,31
1744,14701.0,350,2486.2200000000003,10
1745,14702.0,348,3250.64,0
1746,14703.0,22,318.17,14
