account number;name;sku;quantity;unit price;ext price;date
672390;Kuhn-Gusikowski;S2-83881;23;16.45;378.35;23.03.2014 15:17
527099;Sanford and Sons;S1-82801;33;24.52;809.16;23.03.2014 18:17
714466;Trantow-Barrows;S2-34077;39;94.52;3686.28;24.03.2014 0:11
688981;Keeling LLC;S1-93683;14;16.июн;232.4;24.03.2014 4:09
412290;Jerde-Hilpert;B1-38851;36;71.97;2590.92;24.03.2014 12:48
383080;Will LLC;S1-50961;15;95.49;1432.35;24.03.2014 18:17
604255;Halvorson, Crona and Champlin;S2-77896;23;64.91;1492.93;24.03.2014 19:21
141962;Herman LLC;S1-06532;41;83.61;3428.01;24.03.2014 23:36
527099;Sanford and Sons;B1-33364;14;52.22;731.08;25.03.2014 8:26
688981;Keeling LLC;B1-04202;28;66.71;1867.88;25.03.2014 13:58
424914;White-Trantow;S2-23246;13;84.64;1100.32;25.03.2014 17:21
163416;Purdy-Kunde;B1-33087;30;32.14;964.2;26.03.2014 0:12
218895;Kulas Inc;S1-50961;49;93.69;4590.81;26.03.2014 2:23
688981;Keeling LLC;S1-06532;23;70.8;1628.4;26.03.2014 6:23
786968;Frami, Hills and Schmidt;B1-53636;31;37.51;1162.81;26.03.2014 7:24
412290;Jerde-Hilpert;S2-77896;23;62.27;1432.21;26.03.2014 10:02
218895;Kulas Inc;S1-27722;11;78.64;865.04;26.03.2014 23:07
642753;Pollich LLC;S1-47412;46;20.98;965.08;27.03.2014 1:28
257198;Cronin, Oberbrunner and Spencer;S2-00301;19;41.81;794.39;27.03.2014 3:52
786968;Frami, Hills and Schmidt;S1-47412;43;62.78;2699.54;27.03.2014 6:31
146832;Kiehn-Spinka;S1-65481;9;42.52;382.68;27.03.2014 7:23
688981;Keeling LLC;B1-38851;21;21.май;451.5;27.03.2014 9:54
688981;Keeling LLC;B1-38851;39;89.69;3497.91;27.03.2014 16:14
257198;Cronin, Oberbrunner and Spencer;S1-30248;11;58.82;647.02;27.03.2014 20:40
412290;Jerde-Hilpert;S2-82423;14;13.98;195.72;28.03.2014 6:21
714466;Trantow-Barrows;B1-86481;6;97.21;583.26;28.03.2014 14:43
239344;Stokes LLC;S2-77896;10;91.51;915.1;28.03.2014 20:08
239344;Stokes LLC;S2-11481;19;18.89;358.91;29.03.2014 2:48
714466;Trantow-Barrows;S1-06532;46;56.79;2612.34;29.03.2014 5:19
383080;Will LLC;S1-82801;38;39.94;1517.72;29.03.2014 5:20
424914;White-Trantow;B1-69924;19;32.8;623.2;29.03.2014 11:11
383080;Will LLC;B1-33087;19;56.74;1078.06;30.03.2014 0:51
604255;Halvorson, Crona and Champlin;B1-53102;32;86.77;2776.64;30.03.2014 1:14
729833;Koepp Ltd;S1-82801;28;92.14;2579.92;30.03.2014 5:44
257198;Cronin, Oberbrunner and Spencer;S2-77896;4;23.апр;92.16;30.03.2014 18:12
424914;White-Trantow;B1-38851;9;76.17;685.53;30.03.2014 23:20
239344;Stokes LLC;B1-05914;-1;57.02;-57.02;31.03.2014 6:08
604255;Halvorson, Crona and Champlin;S2-78676;18;57.02;1026.36;31.03.2014 6:53
218895;Kulas Inc;S2-34077;49;59.88;2934.12;31.03.2014 8:09
737550;Fritsch, Russel and Anderson;B1-65551;12;56.24;674.88;31.03.2014 8:43
642753;Pollich LLC;S1-93683;21;92.57;1943.97;31.03.2014 11:37
412290;Jerde-Hilpert;B1-20000;30;22.38;671.4;31.03.2014 21:41
307599;Kassulke, Ondricka and Metz;S2-16558;46;56.04;2577.84;31.03.2014 22:11
672390;Kuhn-Gusikowski;B1-04202;19;27.86;529.34;31.03.2014 23:13
383080;Will LLC;S2-34077;19;52.21;991.99;01.04.2014 2:27
714466;Trantow-Barrows;S2-00301;8;65.91;527.28;01.04.2014 17:59
307599;Kassulke, Ondricka and Metz;B1-65551;48;43.44;2085.12;01.04.2014 20:48
307599;Kassulke, Ondricka and Metz;S2-10342;37;18.44;682.28;01.04.2014 21:27
218895;Kulas Inc;S2-77896;5;52.86;264.3;01.04.2014 22:57
218895;Kulas Inc;S1-47412;42;93.63;3932.46;02.04.2014 2:27
729833;Koepp Ltd;S1-30248;2;68.02;136.04;02.04.2014 7:32
604255;Halvorson, Crona and Champlin;S1-06532;24;ноя.21;269.04;02.04.2014 19:25
786968;Frami, Hills and Schmidt;S2-16558;10;44.95;449.5;03.04.2014 5:19
672390;Kuhn-Gusikowski;S2-11481;37;33.2;1228.4;03.04.2014 14:06
424914;White-Trantow;S1-27722;33;62.22;2053.26;03.04.2014 21:12
257198;Cronin, Oberbrunner and Spencer;S2-34077;29;31.26;906.54;04.04.2014 0:17
642753;Pollich LLC;B1-86481;32;68.69;2198.08;04.04.2014 2:52
740150;Barton LLC;S1-06532;49;31.86;1561.14;04.04.2014 6:15
239344;Stokes LLC;S1-82801;1;40.61;40.61;04.04.2014 7:42
239344;Stokes LLC;B1-33087;40;85.11;3404.4;04.04.2014 23:13
412290;Jerde-Hilpert;B1-33364;46;72.58;3338.68;05.04.2014 3:44
714466;Trantow-Barrows;B1-33087;5;67.72;338.6;05.04.2014 4:07
672390;Kuhn-Gusikowski;B1-65551;9;87.71;789.39;05.04.2014 22:06
424914;White-Trantow;S1-06532;45;35;1575;05.04.2014 23:11
412290;Jerde-Hilpert;S1-47412;7;76.5;535.5;06.04.2014 3:44
163416;Purdy-Kunde;S2-00301;2;52.81;105.62;06.04.2014 8:15
218895;Kulas Inc;S1-93683;19;50.9;967.1;06.04.2014 8:46
424914;White-Trantow;S1-27722;28;23.64;661.92;06.04.2014 10:32
786968;Frami, Hills and Schmidt;S2-16558;10;17.95;179.5;06.04.2014 17:35
729833;Koepp Ltd;S2-16558;45;46.68;2100.6;06.04.2014 20:27
672390;Kuhn-Gusikowski;S1-47412;2;59.83;119.66;06.04.2014 23:26
688981;Keeling LLC;B1-38851;31;86.01;2666.31;07.04.2014 1:25
604255;Halvorson, Crona and Champlin;B1-04202;16;72.26;1156.16;07.04.2014 8:38
737550;Fritsch, Russel and Anderson;S1-27722;44;16.54;727.76;08.04.2014 0:03
642753;Pollich LLC;S2-82423;38;77.12;2930.56;08.04.2014 1:39
688981;Keeling LLC;S1-65481;16;30.14;482.24;08.04.2014 8:13
737550;Fritsch, Russel and Anderson;S2-11481;48;31.мар;1502.4;08.04.2014 11:57
412290;Jerde-Hilpert;S1-50961;25;91.04;2276;08.04.2014 22:00
714466;Trantow-Barrows;B1-50809;44;60.29;2652.76;09.04.2014 2:01
412290;Jerde-Hilpert;S1-47412;40;18.32;732.8;09.04.2014 2:16
740150;Barton LLC;S2-82423;33;90.51;2986.83;09.04.2014 9:33
527099;Sanford and Sons;S2-16558;36;90.77;3267.72;09.04.2014 22:23
218895;Kulas Inc;B1-38851;37;28.81;1065.97;09.04.2014 22:56
740150;Barton LLC;B1-50809;38;27.июн;1048.8;10.04.2014 0:40
424914;White-Trantow;B1-04202;41;99.22;4068.02;10.04.2014 20:38
141962;Herman LLC;B1-33364;48;33.97;1630.56;11.04.2014 4:35
146832;Kiehn-Spinka;B1-20000;26;74.17;1928.42;11.04.2014 5:31
740150;Barton LLC;B1-38851;10;44.06;440.6;11.04.2014 7:25
729833;Koepp Ltd;S2-77896;14;15.89;222.46;11.04.2014 7:53
729833;Koepp Ltd;S1-82801;20;46.91;938.2;11.04.2014 10:48
740150;Barton LLC;B1-65551;7;32.34;226.38;11.04.2014 17:26
688981;Keeling LLC;B1-69924;31;73.11;2266.41;11.04.2014 19:14
786968;Frami, Hills and Schmidt;B1-50809;25;94.77;2369.25;11.04.2014 20:18
424914;White-Trantow;S2-82423;1;56.56;56.56;11.04.2014 22:04
714466;Trantow-Barrows;S2-77896;22;39.42;867.24;11.04.2014 23:22
412290;Jerde-Hilpert;B1-05914;6;37.33;223.98;12.04.2014 21:56
688981;Keeling LLC;S2-78676;28;35.74;1000.72;13.04.2014 7:18
141962;Herman LLC;B1-50809;33;56.56;1866.48;13.04.2014 13:03
239344;Stokes LLC;S1-65481;28;86.31;2416.68;13.04.2014 22:21
604255;Halvorson, Crona and Champlin;S2-10342;4;38.9;155.6;13.04.2014 23:42
729833;Koepp Ltd;B1-65551;49;18.43;903.07;14.04.2014 3:44
424914;White-Trantow;S2-16558;28;76.94;2154.32;14.04.2014 6:15
424914;White-Trantow;S2-82423;29;15.21;441.09;14.04.2014 7:51
239344;Stokes LLC;S1-65481;1;51.46;51.46;14.04.2014 8:54
672390;Kuhn-Gusikowski;B1-53102;22;85.59;1882.98;14.04.2014 9:06
527099;Sanford and Sons;S1-27722;41;87.86;3602.26;14.04.2014 18:36
383080;Will LLC;B1-20000;40;51.73;2069.2;14.04.2014 22:44
383080;Will LLC;S2-10342;15;76.75;1151.25;15.04.2014 2:57
383080;Will LLC;S1-50961;7;55.89;391.23;15.04.2014 11:15
383080;Will LLC;B1-38851;3;55.51;166.53;15.04.2014 12:37
729833;Koepp Ltd;S2-00301;7;15.71;109.97;15.04.2014 16:02
239344;Stokes LLC;B1-65551;31;42.22;1308.82;15.04.2014 21:52
672390;Kuhn-Gusikowski;B1-38851;30;20.59;617.7;16.04.2014 4:42
737550;Fritsch, Russel and Anderson;B1-69924;8;53.13;425.04;16.04.2014 5:21
257198;Cronin, Oberbrunner and Spencer;B1-33087;22;15.28;336.16;16.04.2014 6:41
239344;Stokes LLC;B1-33364;3;14.43;43.29;16.04.2014 7:22
740150;Barton LLC;B1-38851;32;28.19;902.08;16.04.2014 19:11
163416;Purdy-Kunde;B1-04202;27;52.9;1428.3;17.04.2014 5:18
141962;Herman LLC;S2-77896;1;79.61;79.61;17.04.2014 7:56
740150;Barton LLC;B1-69924;-1;65.45;-65.45;17.04.2014 8:46
146832;Kiehn-Spinka;S1-47412;17;96.43;1639.31;17.04.2014 11:11
141962;Herman LLC;S1-82801;44;18.24;802.56;18.04.2014 12:02
307599;Kassulke, Ondricka and Metz;S2-83881;35;88.43;3095.05;18.04.2014 13:37
714466;Trantow-Barrows;B1-50809;24;19.66;471.84;18.04.2014 18:33
729833;Koepp Ltd;S1-06532;24;77.06;1849.44;18.04.2014 21:24
642753;Pollich LLC;S1-82801;32;51.45;1646.4;18.04.2014 23:12
146832;Kiehn-Spinka;S2-10342;13;71.77;933.01;19.04.2014 10:00
729833;Koepp Ltd;S1-50961;14;43.43;608.02;19.04.2014 11:23
642753;Pollich LLC;B1-20000;13;82.45;1071.85;20.04.2014 11:42
642753;Pollich LLC;S1-27722;25;28.41;710.25;20.04.2014 16:30
729833;Koepp Ltd;B1-20000;42;96.85;4067.7;20.04.2014 18:07
383080;Will LLC;B1-20000;5;64.5;322.5;20.04.2014 20:29
383080;Will LLC;S1-30248;16;60.97;975.52;21.04.2014 4:20
163416;Purdy-Kunde;S2-82423;43;19.92;856.56;21.04.2014 7:41
218895;Kulas Inc;S2-82423;22;29.83;656.26;21.04.2014 22:45
307599;Kassulke, Ondricka and Metz;B1-33087;10;74.39;743.9;22.04.2014 0:07
604255;Halvorson, Crona and Champlin;S1-47412;44;91.16;4011.04;22.04.2014 2:11
527099;Sanford and Sons;B1-50809;45;86.6;3897;22.04.2014 9:13
672390;Kuhn-Gusikowski;B1-33364;43;37.26;1602.18;22.04.2014 18:58
424914;White-Trantow;S1-93683;15;85.35;1280.25;23.04.2014 2:30
163416;Purdy-Kunde;B1-38851;36;67.07;2414.52;23.04.2014 9:13
729833;Koepp Ltd;S1-47412;39;87.78;3423.42;23.04.2014 16:26
740150;Barton LLC;S2-83881;6;55.13;330.78;23.04.2014 20:11
527099;Sanford and Sons;S1-27722;14;57.54;805.56;23.04.2014 21:27
737550;Fritsch, Russel and Anderson;B1-33087;47;84.11;3953.17;24.04.2014 1:09
786968;Frami, Hills and Schmidt;B1-33364;9;38.68;348.12;24.04.2014 11:59
163416;Purdy-Kunde;S1-06532;17;70.1;1191.7;24.04.2014 12:28
383080;Will LLC;B1-05914;1;26.72;26.72;24.04.2014 17:00
737550;Fritsch, Russel and Anderson;B1-38851;12;87.51;1050.12;24.04.2014 21:34
688981;Keeling LLC;S1-50961;42;16.61;697.62;24.04.2014 23:05
786968;Frami, Hills and Schmidt;B1-53102;2;46.14;92.28;25.04.2014 5:25
257198;Cronin, Oberbrunner and Spencer;B1-38851;19;79.41;1508.79;25.04.2014 18:57
146832;Kiehn-Spinka;S1-82801;11;72.42;796.62;25.04.2014 19:09
239344;Stokes LLC;B1-38851;30;95.5;2865;25.04.2014 19:49
786968;Frami, Hills and Schmidt;S2-77896;47;33.99;1597.53;25.04.2014 21:57
257198;Cronin, Oberbrunner and Spencer;S2-10342;4;16.54;66.16;26.04.2014 1:16
218895;Kulas Inc;S2-11481;31;95.2;2951.2;26.04.2014 12:33
737550;Fritsch, Russel and Anderson;S2-77896;34;38.44;1306.96;26.04.2014 17:36
307599;Kassulke, Ondricka and Metz;B1-05914;31;18.май;573.5;27.04.2014 11:24
714466;Trantow-Barrows;B1-05914;9;78.83;709.47;27.04.2014 15:59
424914;White-Trantow;S1-93683;38;73.85;2806.3;27.04.2014 16:02
239344;Stokes LLC;B1-20000;45;24.31;1093.95;27.04.2014 18:36
307599;Kassulke, Ondricka and Metz;S2-83881;35;33.95;1188.25;27.04.2014 22:02
218895;Kulas Inc;S1-06532;12;87.37;1048.44;28.04.2014 7:14
424914;White-Trantow;S2-77896;39;69.42;2707.38;28.04.2014 11:47
740150;Barton LLC;B1-50809;37;59.73;2210.01;28.04.2014 16:39
424914;White-Trantow;S1-30248;26;46.35;1205.1;28.04.2014 19:49
218895;Kulas Inc;B1-50809;4;36.25;145;28.04.2014 22:53
412290;Jerde-Hilpert;B1-05914;6;52.31;313.86;29.04.2014 2:09
163416;Purdy-Kunde;S2-11481;33;22.55;744.15;29.04.2014 8:06
737550;Fritsch, Russel and Anderson;S2-23246;8;42.14;337.12;29.04.2014 9:14
257198;Cronin, Oberbrunner and Spencer;B1-33364;49;17.71;867.79;29.04.2014 9:37
672390;Kuhn-Gusikowski;B1-65551;30;84.71;2541.3;29.04.2014 15:35
412290;Jerde-Hilpert;B1-20000;12;33.91;406.92;29.04.2014 21:12
688981;Keeling LLC;S1-65481;49;37.23;1824.27;29.04.2014 23:37
527099;Sanford and Sons;S1-50961;24;32.18;772.32;30.04.2014 7:33
740150;Barton LLC;B1-53636;31;59.13;1833.03;30.04.2014 12:04
146832;Kiehn-Spinka;B1-04202;19;50.75;964.25;30.04.2014 22:13
688981;Keeling LLC;S2-16558;25;21.59;539.75;01.05.2014 8:44
737550;Fritsch, Russel and Anderson;S2-00301;48;43.5;2088;01.05.2014 9:52
729833;Koepp Ltd;S1-50961;32;40.01;1280.32;02.05.2014 2:04
737550;Fritsch, Russel and Anderson;S2-82423;36;43.85;1578.6;02.05.2014 17:24
218895;Kulas Inc;S1-65481;33;84.18;2777.94;02.05.2014 17:30
714466;Trantow-Barrows;S1-82801;10;40.64;406.4;02.05.2014 18:42
740150;Barton LLC;B1-65551;38;40.22;1528.36;02.05.2014 22:13
527099;Sanford and Sons;S1-65481;15;50.72;760.8;03.05.2014 3:04
527099;Sanford and Sons;S1-82801;46;44.45;2044.7;03.05.2014 6:59
257198;Cronin, Oberbrunner and Spencer;S1-30248;6;15.апр;90.24;03.05.2014 18:52
141962;Herman LLC;S2-23246;45;35.65;1604.25;03.05.2014 20:14
729833;Koepp Ltd;B1-33364;20;99.33;1986.6;04.05.2014 13:07
740150;Barton LLC;S2-82423;10;74.86;748.6;04.05.2014 14:41
714466;Trantow-Barrows;B1-38851;8;27.сен;223.2;04.05.2014 18:21
146832;Kiehn-Spinka;S2-78676;12;23.май;282;04.05.2014 20:12
527099;Sanford and Sons;B1-05914;3;58.75;176.25;05.05.2014 15:27
714466;Trantow-Barrows;B1-05914;16;92.96;1487.36;05.05.2014 23:02
412290;Jerde-Hilpert;S1-30248;20;55.64;1112.8;06.05.2014 3:39
383080;Will LLC;B1-86481;22;80.47;1770.34;06.05.2014 7:57
218895;Kulas Inc;B1-20000;-1;20.53;-20.53;06.05.2014 13:31
786968;Frami, Hills and Schmidt;S2-16558;24;52.49;1259.76;06.05.2014 16:35
527099;Sanford and Sons;S2-82423;37;61.77;2285.49;07.05.2014 6:55
740150;Barton LLC;B1-50809;31;53.93;1671.83;07.05.2014 8:33
737550;Fritsch, Russel and Anderson;B1-05914;20;44.79;895.8;07.05.2014 13:25
688981;Keeling LLC;S1-82801;33;88.15;2908.95;07.05.2014 16:45
163416;Purdy-Kunde;S2-10342;12;42.59;511.08;07.05.2014 22:36
737550;Fritsch, Russel and Anderson;B1-50809;38;75.13;2854.94;07.05.2014 22:50
257198;Cronin, Oberbrunner and Spencer;B1-33087;31;37.78;1171.18;08.05.2014 3:09
163416;Purdy-Kunde;S1-47412;37;65.34;2417.58;08.05.2014 3:11
729833;Koepp Ltd;S1-27722;30;65.47;1964.1;08.05.2014 5:15
239344;Stokes LLC;S2-77896;9;85.51;769.59;08.05.2014 11:15
424914;White-Trantow;B1-33364;29;35.55;1030.95;08.05.2014 15:43
412290;Jerde-Hilpert;S2-77896;36;10.янв;363.6;08.05.2014 17:45
642753;Pollich LLC;B1-69924;45;27.62;1242.9;09.05.2014 0:53
642753;Pollich LLC;B1-69924;4;61.4;245.6;09.05.2014 4:09
642753;Pollich LLC;B1-20000;15;96.74;1451.1;10.05.2014 0:27
218895;Kulas Inc;S2-34077;30;21.58;647.4;10.05.2014 8:35
729833;Koepp Ltd;S2-77896;14;67.03;938.42;10.05.2014 14:31
257198;Cronin, Oberbrunner and Spencer;S1-47412;48;69.02;3312.96;10.05.2014 17:38
714466;Trantow-Barrows;S2-82423;23;74.25;1707.75;10.05.2014 19:15
383080;Will LLC;S1-06532;5;90.08;450.4;11.05.2014 0:45
688981;Keeling LLC;B1-69924;1;58.7;58.7;11.05.2014 1:15
307599;Kassulke, Ondricka and Metz;S2-10342;6;24.ноя;144.66;11.05.2014 9:12
642753;Pollich LLC;B1-33364;1;80.48;80.48;11.05.2014 12:19
714466;Trantow-Barrows;S2-82423;25;ноя.46;286.5;11.05.2014 14:54
527099;Sanford and Sons;S2-10342;13;66.16;860.08;11.05.2014 20:53
786968;Frami, Hills and Schmidt;S2-00301;19;58.74;1116.06;12.05.2014 1:39
218895;Kulas Inc;S2-00301;24;36.3;871.2;12.05.2014 6:28
737550;Fritsch, Russel and Anderson;B1-20000;25;95.83;2395.75;12.05.2014 20:21
424914;White-Trantow;B1-20000;8;27.97;223.76;12.05.2014 20:40
383080;Will LLC;B1-69924;18;84.16;1514.88;13.05.2014 0:43
688981;Keeling LLC;B1-05914;13;69.47;903.11;13.05.2014 1:53
141962;Herman LLC;S2-23246;2;82.82;165.64;13.05.2014 6:46
642753;Pollich LLC;S2-11481;47;25.авг;1178.76;13.05.2014 8:57
412290;Jerde-Hilpert;S2-11481;3;71.64;214.92;14.05.2014 2:18
688981;Keeling LLC;S2-34077;20;74.2;1484;14.05.2014 8:47
688981;Keeling LLC;S2-77896;12;94.78;1137.36;14.05.2014 15:48
146832;Kiehn-Spinka;S1-82801;31;44.97;1394.07;15.05.2014 10:54
383080;Will LLC;B1-69924;31;56;1736;15.05.2014 15:59
527099;Sanford and Sons;B1-69924;24;42.93;1030.32;15.05.2014 20:23
688981;Keeling LLC;S2-10342;36;30.89;1112.04;15.05.2014 21:16
257198;Cronin, Oberbrunner and Spencer;S2-83881;23;88.9;2044.7;15.05.2014 22:04
604255;Halvorson, Crona and Champlin;S1-06532;49;21.38;1047.62;16.05.2014 7:19
146832;Kiehn-Spinka;S2-11481;2;41.23;82.46;16.05.2014 20:45
218895;Kulas Inc;S2-10342;19;96.41;1831.79;16.05.2014 23:25
604255;Halvorson, Crona and Champlin;S1-93683;10;62.19;621.9;17.05.2014 3:27
218895;Kulas Inc;S1-93683;36;окт.87;391.32;17.05.2014 5:45
729833;Koepp Ltd;B1-04202;47;63.45;2982.15;17.05.2014 6:11
146832;Kiehn-Spinka;S2-34077;26;28.94;752.44;17.05.2014 20:21
729833;Koepp Ltd;S2-10342;-1;97.02;-97.02;18.05.2014 1:11
714466;Trantow-Barrows;B1-50809;3;51.6;154.8;18.05.2014 3:13
714466;Trantow-Barrows;B1-20000;4;27.май;110;18.05.2014 3:32
239344;Stokes LLC;B1-50809;19;22.мар;418.57;18.05.2014 8:39
307599;Kassulke, Ondricka and Metz;S1-27722;3;33.4;100.2;18.05.2014 19:21
412290;Jerde-Hilpert;B1-69924;9;33.42;300.78;18.05.2014 19:42
163416;Purdy-Kunde;B1-20000;49;59.33;2907.17;18.05.2014 20:27
604255;Halvorson, Crona and Champlin;S2-78676;3;78.93;236.79;19.05.2014 13:25
412290;Jerde-Hilpert;S2-34077;12;87.85;1054.2;19.05.2014 20:00
729833;Koepp Ltd;S2-83881;45;64.9;2920.5;19.05.2014 20:28
163416;Purdy-Kunde;B1-53102;39;12.ноя;472.29;19.05.2014 21:32
642753;Pollich LLC;S2-78676;45;77.61;3492.45;19.05.2014 23:21
239344;Stokes LLC;S2-00301;11;80.5;885.5;20.05.2014 11:11
729833;Koepp Ltd;S2-10342;12;24.45;293.4;20.05.2014 16:54
218895;Kulas Inc;S1-82801;40;71.52;2860.8;20.05.2014 23:15
737550;Fritsch, Russel and Anderson;S2-34077;18;85.23;1534.14;21.05.2014 8:59
786968;Frami, Hills and Schmidt;S2-23246;19;31.09;590.71;21.05.2014 19:51
527099;Sanford and Sons;S2-10342;18;18.87;339.66;22.05.2014 0:20
740150;Barton LLC;B1-69924;38;44.73;1699.74;22.05.2014 1:33
424914;White-Trantow;B1-53102;17;38.88;660.96;22.05.2014 1:39
642753;Pollich LLC;S1-50961;38;53.68;2039.84;22.05.2014 16:27
412290;Jerde-Hilpert;B1-50809;26;84.65;2200.9;22.05.2014 20:21
786968;Frami, Hills and Schmidt;S2-10342;15;31.29;469.35;23.05.2014 6:26
688981;Keeling LLC;B1-65551;32;14.69;470.08;23.05.2014 6:42
424914;White-Trantow;S2-77896;15;78.12;1171.8;23.05.2014 19:06
239344;Stokes LLC;B1-65551;45;35.73;1607.85;23.05.2014 19:53
424914;White-Trantow;S1-93683;33;84.54;2789.82;24.05.2014 6:58
672390;Kuhn-Gusikowski;B1-65551;40;32.13;1285.2;24.05.2014 9:05
163416;Purdy-Kunde;S1-47412;27;77.09;2081.43;24.05.2014 10:17
412290;Jerde-Hilpert;B1-38851;39;23.24;906.36;25.05.2014 8:54
307599;Kassulke, Ondricka and Metz;S2-82423;21;89.67;1883.07;25.05.2014 10:34
146832;Kiehn-Spinka;S1-27722;10;85.53;855.3;25.05.2014 17:18
307599;Kassulke, Ondricka and Metz;S2-10342;1;55.34;55.34;26.05.2014 0:14
527099;Sanford and Sons;B1-04202;19;38.21;725.99;26.05.2014 0:50
714466;Trantow-Barrows;B1-33364;35;38.22;1337.7;26.05.2014 6:30
740150;Barton LLC;S1-06532;27;57.47;1551.69;26.05.2014 12:38
604255;Halvorson, Crona and Champlin;S1-27722;4;65.18;260.72;26.05.2014 15:37
672390;Kuhn-Gusikowski;B1-69924;25;90.82;2270.5;26.05.2014 16:44
146832;Kiehn-Spinka;S1-50961;37;19.49;721.13;26.05.2014 18:10
527099;Sanford and Sons;S1-50961;23;82.12;1888.76;26.05.2014 18:10
688981;Keeling LLC;S2-16558;37;89.7;3318.9;27.05.2014 0:03
218895;Kulas Inc;S1-30248;35;72.61;2541.35;27.05.2014 2:50
729833;Koepp Ltd;B1-38851;-1;56.49;-56.49;27.05.2014 15:59
257198;Cronin, Oberbrunner and Spencer;B1-20000;9;15.67;141.03;28.05.2014 2:05
729833;Koepp Ltd;B1-33364;40;79.61;3184.4;28.05.2014 5:11
412290;Jerde-Hilpert;S1-50961;31;84.1;2607.1;28.05.2014 6:56
146832;Kiehn-Spinka;B1-33364;28;91.88;2572.64;28.05.2014 14:23
383080;Will LLC;S1-06532;39;69.68;2717.52;28.05.2014 14:37
740150;Barton LLC;S2-10342;37;64.14;2373.18;28.05.2014 22:17
740150;Barton LLC;B1-38851;5;64.41;322.05;28.05.2014 22:34
642753;Pollich LLC;S1-27722;42;80.44;3378.48;29.05.2014 7:08
141962;Herman LLC;S2-00301;9;84.39;759.51;29.05.2014 9:51
672390;Kuhn-Gusikowski;S1-30248;11;74.88;823.68;29.05.2014 10:50
786968;Frami, Hills and Schmidt;B1-53636;7;94.57;661.99;29.05.2014 13:15
383080;Will LLC;S2-83881;7;55.14;385.98;29.05.2014 14:08
672390;Kuhn-Gusikowski;S2-77896;22;36.53;803.66;29.05.2014 14:36
383080;Will LLC;B1-04202;6;60.81;364.86;29.05.2014 23:01
604255;Halvorson, Crona and Champlin;S2-83881;2;58.88;117.76;30.05.2014 4:24
729833;Koepp Ltd;S2-10342;40;90.41;3616.4;30.05.2014 21:15
740150;Barton LLC;B1-05914;24;13.53;324.72;31.05.2014 5:34
383080;Will LLC;B1-69924;49;59.53;2916.97;31.05.2014 7:09
527099;Sanford and Sons;S2-77896;35;71.88;2515.8;31.05.2014 13:30
412290;Jerde-Hilpert;S2-82423;28;46.02;1288.56;31.05.2014 21:44
740150;Barton LLC;S1-27722;38;64.64;2456.32;01.06.2014 14:43
146832;Kiehn-Spinka;B1-04202;42;90.47;3799.74;01.06.2014 15:04
740150;Barton LLC;S2-11481;20;31.83;636.6;01.06.2014 19:52
307599;Kassulke, Ondricka and Metz;S2-34077;46;65.76;3024.96;02.06.2014 4:13
146832;Kiehn-Spinka;S2-10342;33;57.56;1899.48;02.06.2014 16:30
412290;Jerde-Hilpert;B1-50809;22;57.78;1271.16;02.06.2014 18:08
786968;Frami, Hills and Schmidt;S2-10342;42;41.88;1758.96;02.06.2014 22:05
141962;Herman LLC;S1-06532;-1;дек.17;-12.17;03.06.2014 3:44
141962;Herman LLC;S2-00301;4;16.21;64.84;03.06.2014 9:40
714466;Trantow-Barrows;S2-82423;35;88;3080;03.06.2014 11:49
412290;Jerde-Hilpert;S1-50961;4;56.18;224.72;03.06.2014 23:30
239344;Stokes LLC;S2-77896;26;36.58;951.08;04.06.2014 0:52
239344;Stokes LLC;B1-53636;34;48.66;1654.44;04.06.2014 3:23
307599;Kassulke, Ondricka and Metz;B1-20000;41;дек.97;531.77;04.06.2014 5:32
737550;Fritsch, Russel and Anderson;S1-06532;21;99.39;2087.19;04.06.2014 5:58
239344;Stokes LLC;S2-77896;34;64.99;2209.66;04.06.2014 7:20
740150;Barton LLC;S1-06532;45;13.янв;585.45;04.06.2014 8:30
740150;Barton LLC;S2-11481;5;18.38;91.9;04.06.2014 21:24
307599;Kassulke, Ondricka and Metz;S2-16558;14;16.24;227.36;04.06.2014 23:18
714466;Trantow-Barrows;B1-20000;46;34.64;1593.44;05.06.2014 1:03
424914;White-Trantow;S1-30248;-1;76.46;-76.46;05.06.2014 4:10
146832;Kiehn-Spinka;S1-27722;19;39.61;752.59;05.06.2014 8:25
688981;Keeling LLC;S2-00301;19;ноя.42;216.98;06.06.2014 1:48
257198;Cronin, Oberbrunner and Spencer;B1-20000;43;74.45;3201.35;06.06.2014 2:14
424914;White-Trantow;B1-53636;46;62.31;2866.26;06.06.2014 5:14
146832;Kiehn-Spinka;B1-05914;12;23.41;280.92;06.06.2014 5:55
786968;Frami, Hills and Schmidt;S2-83881;22;59.68;1312.96;06.06.2014 14:07
729833;Koepp Ltd;S2-77896;13;59.33;771.29;06.06.2014 15:45
146832;Kiehn-Spinka;S2-16558;19;36.92;701.48;07.06.2014 0:57
527099;Sanford and Sons;B1-38851;12;76.52;918.24;07.06.2014 2:11
257198;Cronin, Oberbrunner and Spencer;S1-30248;29;55.42;1607.18;07.06.2014 6:07
604255;Halvorson, Crona and Champlin;S1-82801;22;29.51;649.22;07.06.2014 7:50
604255;Halvorson, Crona and Champlin;S2-83881;18;93.29;1679.22;08.06.2014 1:45
