,article_id,product_type_name,colour_group_name
2161,484108012,Hoodie,Dark Red
2162,484126004,Pyjama set,Light Green
2163,484205004,Jacket,Black
2164,484205009,Jacket,Light Blue
2165,484205012,Jacket,White
2166,484205016,Jacket,Blue
2167,484205017,Jacket,Light Blue
2168,484205018,Jacket,Light Blue
2169,484207003,Dress,Light Pink
2170,484398001,Leggings/Tights,Black
2171,484398019,Leggings/Tights,Black
2172,484398023,Leggings/Tights,Dark Blue
2173,484398054,Leggings/Tights,Dark Grey
2174,484398056,Leggings/Tights,Light Turquoise
2175,484398062,Leggings/Tights,Black
2176,484398071,Leggings/Tights,Grey
2177,484398077,Leggings/Tights,Black
2178,484911005,Trousers,Light Grey
2179,485176004,Trousers,Black
2180,485176007,Trousers,Dark Blue
2181,485176008,Trousers,Beige
2182,485240002,Watch,Black
2183,485241005,Watch,Black
2184,485414001,Other accessories,Gold
2185,485537023,Pyjama set,White
2186,485537037,Pyjama set,Grey
2187,485539040,Underwear bottom,Light Blue
2188,485542010,Underwear bottom,White
2189,485544004,Pyjama set,Dark Blue
2190,485544006,Pyjama set,White
2191,485544013,Pyjama set,Light Blue
2192,485544017,Pyjama set,White
2193,485544018,Pyjama set,White
2194,485544022,Pyjama set,Green
2195,485544033,Pyjama set,Dark Beige
2196,485546009,Vest top,Dark Blue
2197,485546010,Vest top,White
2198,485546012,Vest top,Grey
2199,485546014,Vest top,White
2200,485546023,Vest top,Dark Blue
2201,485548007,Pyjama set,Black
2202,485548020,Pyjama set,White
2203,485548021,Pyjama set,Red
2204,485549005,Long John,Dark Blue
2205,485551005,Pyjama jumpsuit/playsuit,Light Green
2206,485551014,Pyjama jumpsuit/playsuit,Light Grey
2207,485552003,Pyjama set,Dark Blue
2208,485553005,Robe,Dark Green
2209,485554005,Pyjama set,Dark Blue
2210,485591004,Blouse,White
2211,485673002,Underwear bottom,Black
2212,485673005,Underwear bottom,Grey
2213,485673023,Underwear bottom,Blue
2214,485673024,Underwear bottom,Red
2215,485673025,Underwear bottom,Dark Blue
2216,485673034,Underwear bottom,Light Blue
2217,485678017,Underwear bottom,Red
2218,485678019,Underwear bottom,Dark Blue
2219,485678037,Underwear bottom,White
2220,485678039,Underwear bottom,Dark Pink
2221,485678041,Underwear bottom,Red
2222,485678050,Underwear bottom,Dark Red
2223,485678055,Underwear bottom,Greenish Khaki
2224,485683008,Underwear bottom,Dark Blue
2225,485683010,Underwear bottom,Blue
2226,485683025,Underwear bottom,Dark Blue
2227,485688015,Underwear bottom,Greenish Khaki
2228,485689008,Pyjama set,Black
2229,485689010,Pyjama set,Dark Blue
2230,485689011,Pyjama set,Dark Green
2231,485689015,Pyjama set,Red
2232,485689024,Pyjama set,White
2233,485689026,Pyjama set,Dark Blue
2234,485691004,Pyjama set,Dark Blue
2235,485726001,Long John,Dark Blue
2236,485726004,Long John,Grey
2237,485726008,Long John,Dark Blue
2238,485746002,Robe,Dark Blue
2239,485746003,Robe,Dark Green
2240,485746007,Robe,Dark Grey
2241,485748002,Pyjama set,Dark Green
2242,485973003,T-shirt,Grey
2243,485973011,T-shirt,White
2244,485973018,T-shirt,Greenish Khaki
2245,485973048,T-shirt,Black
2246,486186002,Shirt,Blue
2247,486186005,Shirt,Red
2248,486214006,Skirt,Red
2249,486462004,Other accessories,Dark Red
2250,486462007,Other accessories,Light Grey
2251,486462008,Other accessories,Off White
2252,486639003,Underwear bottom,Black
2253,486639004,Underwear bottom,Light Beige
2254,486639012,Underwear bottom,Beige
2255,486639013,Underwear bottom,Light Beige
2256,486765004,Sweater,Black
2257,486782002,Underwear bottom,Dark Grey
2258,486782003,Underwear bottom,Light Grey
2259,486782004,Underwear bottom,Black
2260,487050001,Socks,Dark Blue
2261,487050004,Socks,Grey
2262,487050024,Socks,Dark Green
2263,487050027,Socks,Dark Blue
2264,487050028,Socks,Grey
2265,487050040,Socks,Grey
2266,487050041,Socks,Dark Blue
2267,487051011,Socks,Dark Blue
2268,487052009,Socks,Grey
2269,487052010,Socks,Dark Blue
2270,487052011,Socks,Dark Blue
2271,487052014,Socks,Grey
2272,487053021,Socks,Other Red
2273,487053029,Socks,Light Grey
2274,487205027,Socks,Dark Blue
2275,487206003,Underwear Tights,Black
2276,487206007,Underwear Tights,Blue
2277,487207002,Socks,Grey
2278,487262003,Shorts,Dark Blue
2279,487262004,Shorts,Greenish Khaki
2280,487275020,T-shirt,White
2281,487275023,T-shirt,Dark Blue
2282,487722001,Underwear body,Black
2283,487722005,Underwear body,Pink
2284,487722007,Underwear body,Dark Red
2285,487722008,Underwear body,Dark Red
2286,487750012,Hoodie,Black
2287,487750016,Hoodie,Black
2288,487750018,Hoodie,Other Red
2289,487750023,Hoodie,Grey
2290,487750035,Hoodie,Dark Grey
2291,487750040,Hoodie,Black
2292,487750041,Hoodie,Greenish Khaki
2293,487785002,Dress,Pink
2294,487800001,Shorts,Black
2295,487800002,Shorts,Black
2296,487800026,Shorts,White
2297,487800027,Shorts,White
2298,487800029,Shorts,White
2299,487800049,Shorts,Light Grey
2300,487800052,Shorts,White
2301,487827007,Trousers,Blue
2302,487827009,Trousers,Blue
2303,487827014,Trousers,Light Blue
2304,487827023,Trousers,Light Blue
2305,487827024,Trousers,Dark Blue
2306,487932023,Underwear bottom,Other Pink
2307,487932024,Underwear bottom,Dark Blue
2308,487932029,Underwear bottom,White
2309,487932034,Underwear bottom,Light Blue
2310,487932035,Underwear bottom,Light Grey
2311,487932038,Underwear bottom,White
2312,487932043,Underwear bottom,Light Grey
2313,487932044,Underwear bottom,Dark Blue
2314,488012002,Socks,Dark Blue
2315,488012012,Socks,Green
2316,488012017,Socks,Grey
2317,488012028,Socks,Red
2318,488012029,Socks,Grey
2319,488012030,Socks,Dark Blue
2320,488012031,Socks,Dark Blue
2321,488012035,Socks,Black
2322,488015001,Socks,Dark Blue
2323,488015002,Socks,Grey
2324,488015015,Socks,Other Red
2325,488015046,Socks,Dark Blue
2326,488016008,Socks,Dark Blue
2327,488016010,Socks,Grey
2328,488016012,Socks,Dark Blue
2329,488016020,Socks,Dark Blue
2330,488017007,Socks,Blue
2331,488017008,Socks,Dark Grey
2332,488017024,Socks,Dark Blue
2333,488018001,Socks,Black
2334,488068001,Cardigan,Light Beige
2335,488311001,Dress,Red
2336,488546001,Jacket,Black
2337,488546003,Jacket,Light Grey
2338,488546006,Jacket,Beige
2339,488546008,Jacket,Red
2340,488546012,Jacket,Black
2341,488549001,Coat,Dark Red
2342,488561003,Shorts,Dark Blue
2343,488561014,Shorts,Dark Pink
2344,488561015,Shorts,Dark Blue
2345,488561021,Shorts,Black
2346,488561023,Shorts,Dark Beige
2347,488561026,Shorts,Dark Turquoise
2348,488561027,Shorts,Light Pink
2349,488561032,Shorts,Dark Blue
2350,488561035,Shorts,Turquoise
2351,488561036,Shorts,Greenish Khaki
2352,488561037,Shorts,White
2353,488564006,Top,Pink
2354,488614006,Underwear bottom,Grey
2355,488614012,Underwear bottom,Dark Grey
2356,488614018,Underwear bottom,Light Grey
2357,488614019,Underwear bottom,Light Grey
2358,488697002,Sneakers,Beige
2359,488697004,Sneakers,Light Beige
2360,488697013,Sneakers,Dark Blue
2361,488697015,Sneakers,Black
2362,488697026,Sneakers,Dark Blue
2363,488697028,Sneakers,Dark Blue
2364,488697030,Sneakers,Black
2365,488697031,Sneakers,Black
2366,488697038,Sneakers,Greenish Khaki
2367,488984001,Sweater,Light Beige
2368,489217007,Boots,Light Grey
2369,489435001,Sandals,Bronze/Copper
2370,489435002,Sandals,Black
2371,489435009,Sandals,Orange
2372,489435010,Sandals,Yellowish Brown
2373,489435011,Sandals,Bronze/Copper
2374,489435015,Sandals,Yellow
2375,489435016,Sandals,Light Beige
2376,489607003,Bag,Greenish Khaki
2377,489607004,Bag,Orange
2378,489838010,Trousers,Light Beige
2379,489838012,Trousers,Black
2380,489905002,Bra,Dark Blue
2381,490098001,Shorts,Black
2382,490113003,Shorts,Light Blue
2383,490113004,Shorts,Blue
2384,490113011,Shorts,Blue
2385,490113014,Shorts,Blue
2386,490113015,Shorts,Light Blue
2387,490113016,Shorts,Black
2388,490113018,Shorts,Blue
2389,490113019,Shorts,Black
2390,490113020,Shorts,Blue
2391,490176001,Trousers,Black
2392,490176002,Trousers,Greenish Khaki
2393,490176004,Trousers,Light Pink
2394,490176011,Trousers,Dark Red
2395,490176012,Trousers,Beige
2396,490176013,Trousers,Dark Blue
2397,490436001,Bra,White
2398,490473012,Socks,Dark Blue
2399,490676002,Trousers,Dark Blue
2400,490793015,T-shirt,Light Orange
2401,490793027,T-shirt,White
2402,490793029,T-shirt,Red
2403,490793031,T-shirt,Greenish Khaki
2404,490793033,T-shirt,White
2405,490793035,T-shirt,Black
2406,490794012,Sweater,Black
2407,490794014,Sweater,Grey
2408,490794024,Sweater,Red
2409,491070010,Socks,Dark Blue
2410,491070012,Socks,Grey
2411,491070017,Socks,Dark Blue
2412,491293002,T-shirt,Pink
2413,491293003,T-shirt,Grey
2414,491350001,Skirt,Black
2415,491563006,Vest top,Light Grey
2416,491692002,Trousers,Light Orange
2417,491912001,Trousers,Black
2418,491912002,Trousers,Dark Blue
2419,491912005,Trousers,Dark Beige
2420,491912006,Trousers,Dark Grey
2421,491912008,Trousers,Dark Red
2422,491912014,Trousers,Dark Beige
2423,491912015,Trousers,Dark Blue
2424,491912025,Trousers,Dark Grey
2425,491913001,Trousers,Black
2426,491913003,Trousers,Dark Blue
2427,491913008,Trousers,Dark Beige
2428,491913022,Trousers,Dark Turquoise
2429,492171003,Trousers,Dark Blue
2430,492171004,Trousers,Black
2431,492244010,Swimwear bottom,Dark Red
2432,492244014,Swimwear bottom,Dark Grey
2433,492245010,Bikini top,Dark Red
2434,492245014,Bikini top,Dark Grey
2435,492678004,Jacket,Red
2436,492892001,Bra,Black
2437,492892002,Bra,Light Beige
2438,492897001,Underwear bottom,Black
2439,492897002,Underwear bottom,Light Beige
2440,492899005,Bikini top,Light Orange
2441,492899008,Bikini top,Light Orange
2442,493103005,Underwear Tights,Dark Blue
2443,493103018,Underwear Tights,White
2444,493103034,Underwear Tights,Beige
2445,493103035,Underwear Tights,Black
2446,493103045,Underwear Tights,Light Pink
2447,493103047,Underwear Tights,Red
2448,493103049,Underwear Tights,Red
2449,493103050,Underwear Tights,Dark Red
2450,493438014,T-shirt,Dark Pink
2451,493438019,T-shirt,Black
2452,493438020,T-shirt,Other Yellow
2453,493438025,T-shirt,Dark Blue
2454,493438027,T-shirt,Black
2455,493652001,Bra,Black
2456,493766003,Dress,Light Orange
2457,493810014,Trousers,Black
2458,493810023,Trousers,Dark Blue
2459,493810024,Trousers,White
2460,493810030,Trousers,Dark Blue
2461,493814014,Hoodie,Black
2462,493814021,Hoodie,Dark Blue
2463,493814024,Hoodie,Dark Grey
2464,493814029,Hoodie,Dark Blue
2465,493814030,Hoodie,Black
2466,493814036,Hoodie,Dark Blue
2467,493826001,Boots,Black
2468,493836015,Sweater,Orange
2469,493836018,Sweater,Dark Green
2470,493836022,Sweater,Dark Blue
2471,493995001,Boots,Black
2472,494030010,Vest top,White
2473,494030013,Vest top,Black
2474,494058001,Vest top,White
2475,494088003,Sneakers,White
2476,494088022,Sneakers,White
2477,494094001,Flip flop,Black
2478,494292001,Vest top,Black
2479,494691001,Trousers,White
2480,494910002,Dress,Pink
2481,495030001,Socks,White
2482,495030002,Socks,Black
2483,495030010,Socks,White
2484,495030016,Socks,Dark Blue
2485,495030020,Socks,White
2486,495347002,Pyjama set,Dark Red
2487,495418003,Underwear bottom,Dark Blue
2488,495560002,Shirt,White
2489,495573004,Bra,Black
2490,495573005,Bra,Light Beige
2491,495573006,Bra,White
2492,495573014,Bra,Pink
2493,495573017,Bra,Yellowish Brown
2494,495573018,Bra,Beige
2495,495573019,Bra,Dark Red
2496,495628001,Jacket,Dark Blue
2497,495685001,Sweater,Black
2498,495685003,Sweater,Black
2499,495685006,Sweater,Dark Blue
2500,495685007,Sweater,Dark Red
2501,495685009,Sweater,Yellowish Brown
2502,495685012,Sweater,Dark Beige
2503,495685013,Sweater,Yellowish Brown
2504,495685014,Sweater,Grey
2505,495685015,Sweater,Dark Blue
2506,495695004,Sweater,Dark Green
2507,495695005,Sweater,Black
2508,495725005,Shirt,Dark Red
2509,495725006,Shirt,Yellowish Brown
2510,495725007,Shirt,Dark Blue
2511,495725008,Shirt,Yellowish Brown
2512,495733001,Shirt,Grey
2513,495733002,Shirt,Dark Blue
2514,495733007,Shirt,Black
2515,495884004,Jacket,Dark Blue
2516,495884006,Jacket,Dark Green
2517,495884008,Jacket,Black
2518,495884009,Jacket,Dark Orange
2519,495884010,Jacket,Beige
2520,495884012,Jacket,Black
2521,495884013,Jacket,Dark Green
2522,495949002,Swimsuit,Black
2523,496111003,Sweater,Pink
2524,496111004,Sweater,Dark Blue
2525,496111007,Sweater,Light Grey
2526,496111009,Sweater,Dark Grey
2527,496111011,Sweater,Light Purple
2528,496111013,Sweater,Light Orange
2529,496111015,Sweater,Dark Blue
2530,496111017,Sweater,Black
2531,496111018,Sweater,Light Grey
2532,496111019,Sweater,Grey
2533,496111020,Sweater,Dark Red
2534,496111023,Sweater,Green
2535,496111033,Sweater,Light Pink
2536,496111034,Sweater,Light Grey
2537,496159001,Hat/beanie,Light Beige
2538,496159006,Hat/beanie,White
2539,496159007,Hat/beanie,Black
2540,496159008,Hat/beanie,Light Grey
2541,496159009,Hat/beanie,Dark Blue
2542,496573002,Skirt,Light Grey
2543,496735008,Bra,Dark Grey
2544,496762004,Dress,Black
2545,496762005,Dress,Grey
2546,496762008,Dress,Light Yellow
2547,496762014,Dress,Greenish Khaki
2548,496762018,Dress,Red
2549,496762020,Dress,Dark Blue
2550,496762022,Dress,Black
2551,496923005,Dungarees,Blue
2552,496923008,Dungarees,Light Blue
2553,496923015,Dungarees,Blue
2554,496923018,Dungarees,Light Blue
2555,497224002,Swimwear bottom,Dark Blue
2556,497225013,Swimwear bottom,Dark Blue
2557,497225016,Swimwear bottom,Red
2558,497225019,Swimwear bottom,Black
2559,497247003,Bikini top,Orange
2560,497284003,Swimwear bottom,Orange
2561,497284011,Swimwear bottom,Black
2562,497284015,Swimwear bottom,Dark Blue
2563,497352001,Blazer,Dark Blue
2564,497464003,Dress,Light Pink
2565,497513001,Bra,Black
2566,497637002,Jacket,Greenish Khaki
2567,497637009,Jacket,Greenish Khaki
2568,497637012,Jacket,Black
2569,497640002,Jacket,Black
2570,497640008,Jacket,Light Blue
2571,497640018,Jacket,Blue
2572,497640024,Jacket,Light Blue
2573,497642001,Hoodie,Dark Blue
2574,497642004,Hoodie,Black
2575,497664006,Swimwear bottom,Dark Grey
2576,497664007,Swimwear bottom,Dark Blue
2577,497716012,Vest top,Light Beige
2578,497811001,Dress,Dark Blue
2579,497817004,Swimwear set,Light Turquoise
2580,497817005,Swimwear set,White
2581,497817006,Swimwear set,Light Green
2582,498029003,Sweater,Grey
2583,498044001,Jacket,Blue
2584,498061004,T-shirt,White
2585,498106001,Trousers,Off White
2586,498171002,Jacket,Black
2587,498619002,Jacket,Black
2588,498620002,Jacket,Light Grey
2589,498620006,Jacket,Black
2590,498620007,Jacket,Dark Purple
2591,498620011,Jacket,Dark Red
2592,498738018,Trousers,Black
2593,498738024,Trousers,Dark Grey
2594,498738029,Trousers,Black
2595,498738035,Trousers,Other Pink
2596,498740010,T-shirt,Other Pink
2597,498740011,T-shirt,Dark Grey
2598,498740019,T-shirt,Other Pink
2599,498743001,Bra,Black
2600,498743010,Bra,Black
2601,498743011,Bra,Black
2602,498779009,Dress,Black
2603,499243001,Sweater,Dark Blue
2604,499249002,Sweater,Dark Purple
2605,499334001,Braces,Black
2606,499334002,Other accessories,Red
2607,499334003,Braces,Dark Blue
2608,499334006,Other accessories,Red
2609,499368002,Socks,Red
2610,499368011,Socks,Dark Blue
2611,499472002,Shorts,Black
2612,499589001,Gloves,Dark Grey
2613,499802027,Socks,Light Pink
2614,499807005,Sunglasses,Dark Purple
2615,499878001,Trousers,Black
2616,500018004,Sweater,Greenish Khaki
2617,500133008,Vest top,White
2618,500133019,Vest top,Grey
2619,500133020,Vest top,Light Green
2620,500134002,Skirt,Black
2621,500153009,Other shoe,Light Pink
2622,500314001,Cap/peaked,Black
2623,500371003,Dress,Other Pink
2624,500372004,Other shoe,Other Pink
2625,500373003,Leggings/Tights,Other Pink
2626,500435039,Hair/alice band,Black
2627,500435040,Hair/alice band,Red
2628,500435041,Hair/alice band,Light Pink
2629,500435076,Hair/alice band,Dark Green
2630,500435122,Hair/alice band,Black
2631,500435123,Hair/alice band,Black
2632,500435125,Hair/alice band,Light Beige
2633,500435129,Hair/alice band,Light Orange
2634,500435132,Hair/alice band,Black
2635,500435134,Hair/alice band,Light Yellow
2636,500435135,Hair/alice band,Light Blue
2637,500771007,Leggings/Tights,Dark Blue
2638,500780001,Leggings/Tights,Black
2639,500780006,Leggings/Tights,Black
2640,501118010,Trousers,Black
2641,501123001,Trousers,Dark Blue
2642,501286001,Blazer,Black
2643,501316001,Dress,Black
2644,501320004,Shorts,Off White
2645,501323007,Trousers,Light Grey
2646,501323008,Trousers,Black
2647,501323011,Trousers,Black
2648,501323012,Trousers,Black
2649,501396001,Skirt,Light Pink
2650,501448003,Kids Underwear top,Grey
2651,501509002,Sweater,Dark Red
2652,501509003,Sweater,Dark Blue
2653,501616001,Shirt,Blue
2654,501616006,Shirt,Dark Blue
2655,501616007,Shirt,White
2656,501616008,Shirt,White
2657,501616009,Shirt,Black
2658,501616010,Shirt,Blue
2659,501616011,Shirt,Light Pink
2660,501616012,Shirt,Dark Blue
2661,501616020,Shirt,Dark Pink
2662,501616028,Shirt,Dark Grey
2663,501616048,Shirt,Dark Blue
2664,501616068,Shirt,Greenish Khaki
2665,501616069,Shirt,Dark Blue
2666,501616074,Shirt,Dark Red
2667,501616085,Shirt,Dark Blue
2668,501616086,Shirt,Blue
2669,501616088,Shirt,Dark Blue
2670,501616090,Shirt,Black
2671,501619006,Shirt,White
2672,501619007,Shirt,Light Pink
2673,501619018,Shirt,Blue
2674,501619019,Shirt,White
2675,501619020,Shirt,Dark Grey
2676,501619023,Shirt,Blue
2677,501619026,Shirt,White
2678,501620013,Shirt,White
2679,501620016,Shirt,Dark Blue
2680,501620026,Shirt,Dark Blue
2681,501620027,Shirt,Dark Blue
2682,501620028,Shirt,Yellow
2683,501620029,Shirt,White
2684,501620030,Shirt,Greenish Khaki
2685,501620031,Shirt,Dark Orange
2686,501620032,Shirt,White
2687,501620035,Shirt,White
2688,501620036,Shirt,Dark Blue
2689,501620037,Shirt,Black
2690,501620038,Shirt,Yellowish Brown
2691,501620040,Shirt,Black
2692,501620042,Shirt,Black
2693,501620043,Shirt,Greenish Khaki
2694,501620045,Shirt,Dark Blue
2695,501620046,Shirt,Light Beige
2696,501620047,Shirt,Dark Blue
2697,501620049,Shirt,Off White
2698,501722004,Shirt,White
2699,501722005,Shirt,Black
2700,501722014,Shirt,Light Purple
2701,501722020,Shirt,Black
2702,501722022,Shirt,Dark Blue
2703,501722025,Shirt,White
2704,501722026,Shirt,Dark Blue
2705,501722028,Shirt,Dark Green
2706,501722029,Shirt,Dark Red
2707,501722031,Shirt,Dark Red
2708,501820001,Sweater,Black
2709,501820002,Sweater,Black
2710,501820003,Sweater,Dark Red
2711,501820004,Sweater,Yellow
2712,501820006,Sweater,Light Beige
2713,501820007,Sweater,Red
2714,501820008,Sweater,Dark Green
2715,501820021,Sweater,Dark Blue
2716,501820025,Sweater,Yellow
2717,501820027,Sweater,White
2718,501820028,Sweater,Pink
2719,501820041,Sweater,Grey
2720,501820042,Sweater,Blue
2721,501820043,Sweater,Red
2722,501820044,Sweater,Dark Blue
2723,501820045,Sweater,Light Pink
2724,501880003,Trousers,Black
2725,501886002,Sweater,Blue
2726,501886003,Sweater,Red
2727,501886006,Sweater,Red
2728,501892001,Leggings/Tights,Black
2729,501914002,Jacket,Black
2730,501914003,Jacket,Pink
2731,501915004,Jacket,Black
2732,501915005,Jacket,White
2733,501923002,Outdoor trousers,Black
2734,501924003,Outdoor trousers,White
2735,501924004,Outdoor trousers,Black
2736,501926003,Outdoor trousers,Black
2737,501926005,Outdoor trousers,White
2738,502024003,Jacket,Red
2739,502024004,Jacket,Black
2740,502176002,Trousers,Black
2741,502186011,Sweater,Dark Red
2742,502186012,Sweater,Dark Turquoise
2743,502186013,Sweater,Grey
2744,502186014,Sweater,Black
2745,502186015,Sweater,Yellowish Brown
2746,502224001,Boots,Black
2747,502224007,Boots,Yellowish Brown
2748,502456007,Vest top,Black
2749,502456009,Vest top,Pink
2750,502522001,Dress,Black
2751,502522008,Dress,Dark Blue
2752,502589002,Blouse,Light Blue
2753,502631001,Flat shoe,Black
2754,502645001,Sweater,White
2755,502645002,Sweater,Pink
2756,502660001,Socks,White
2757,502660002,Socks,Black
2758,502836004,Earring,Black
2759,502869002,Shorts,Dark Green
2760,502869003,Shorts,Light Orange
2761,502880003,Dress,Dark Beige
2762,502941004,Sneakers,White
2763,503010003,Trousers,Black
2764,503010004,Trousers,Greenish Khaki
2765,503095005,Blazer,Black
2766,503134002,Top,Dark Blue
2767,503215003,Socks,Dark Blue
2768,503338014,Sweater,Grey
2769,503569001,Top,Dark Blue
2770,503569008,T-shirt,Green
2771,503569013,T-shirt,Dark Blue
2772,503569021,T-shirt,Greenish Khaki
2773,503569028,T-shirt,Greenish Khaki
2774,503623003,Jacket,Dark Blue
2775,503650002,Jacket,Black
2776,503654001,Coat,Dark Blue
2777,503703008,Vest top,White
2778,503729006,Pyjama set,Black
2779,503862001,Trousers,Dark Blue
2780,504113011,Dress,White
2781,504113012,Dress,White
2782,504113014,Dress,Black
2783,504113022,Dress,Dark Blue
2784,504113023,Dress,White
2785,504113024,Dress,Black
2786,504113026,Dress,Black
2787,504151001,Cardigan,Black
2788,504151003,Cardigan,Dark Grey
2789,504151005,Cardigan,Light Pink
2790,504152001,Cardigan,Black
2791,504152008,Cardigan,Grey
2792,504152009,Cardigan,Greenish Khaki
2793,504152011,Cardigan,Light Beige
2794,504152012,Cardigan,Black
2795,504154001,Sweater,Dark Grey
2796,504154003,Sweater,Light Grey
2797,504154015,Sweater,Green
2798,504154016,Sweater,Light Blue
2799,504154018,Sweater,Light Beige
2800,504154019,Sweater,Black
2801,504154020,Sweater,Grey
2802,504154021,Sweater,Dark Red
2803,504154022,Sweater,Dark Blue
2804,504154027,Sweater,Off White
2805,504154033,Sweater,Greenish Khaki
2806,504154034,Sweater,Dark Blue
2807,504154037,Sweater,Grey
2808,504155001,Sweater,Light Grey
2809,504155006,Sweater,Light Pink
2810,504155011,Sweater,Dark Red
2811,504155012,Sweater,Light Pink
2812,504155015,Sweater,Light Beige
2813,504155018,Sweater,Dark Blue
2814,504155020,Sweater,Blue
2815,504196001,Dress,Grey
2816,504388001,Dress,Black
2817,504410007,Coat,Black
2818,504631012,Sweater,Other Pink
2819,504658002,Hoodie,Dark Beige
2820,504667001,Hoodie,Black
2821,504667003,Hoodie,Dark Beige
2822,504667005,Hoodie,Dark Blue
2823,504825002,Sweater,Light Grey
2824,504852005,Jacket,Black
2825,504881004,Jumpsuit/Playsuit,Dark Grey
2826,504960001,Vest top,Black
2827,504960006,Vest top,Beige
2828,505038001,Underwear body,Black
2829,505071002,Shirt,Dark Blue
2830,505071010,Shirt,Light Blue
2831,505083002,Shirt,Dark Blue
2832,505091001,Blouse,Greenish Khaki
2833,505091002,Blouse,Light Orange
2834,505094001,Dress,Black
2835,505094008,Dress,Dark Blue
2836,505220001,Sweater,Dark Grey
2837,505221004,Sweater,Pink
2838,505222001,Cardigan,Greenish Khaki
2839,505224005,Cardigan,Pink
2840,505224010,Cardigan,Dark Grey
2841,505224014,Cardigan,Beige
2842,505230004,Sweater,Dark Grey
2843,505230006,Sweater,Beige
2844,505232002,Sweater,Grey
2845,505507003,Trousers,Dark Blue
2846,505507005,Trousers,Blue
2847,505507006,Trousers,Dark Blue
2848,505507010,Trousers,Dark Blue
2849,505507013,Trousers,Black
2850,505507014,Trousers,Dark Blue
2851,505512001,Underwear bottom,Black
2852,505561002,Trousers,Black
2853,505561003,Trousers,Greenish Khaki
2854,505573004,Fine cosmetics,Light Blue
2855,505573005,Fine cosmetics,Light Pink
2856,505602003,Trousers,Black
2857,505704003,Dress,White
2858,505704004,Dress,Turquoise
2859,505710002,Jacket,Light Pink
2860,505724006,Trousers,Dark Green
2861,505844008,Shorts,Light Yellow
2862,505882002,Unknown,White
2863,505882006,Unknown,Light Beige
2864,505975006,Skirt,Light Blue
2865,506098006,Bra,White
2866,506098007,Bra,Light Beige
2867,506098011,Bra,Yellowish Brown
2868,506098016,Bra,White
2869,506110001,Leggings/Tights,Black
2870,506166005,T-shirt,Black
2871,506166025,T-shirt,White
2872,506166029,T-shirt,White
2873,506166032,T-shirt,White
2874,506166046,T-shirt,Light Beige
2875,506166047,T-shirt,Dark Orange
2876,506166049,T-shirt,Dark Blue
2877,506166050,T-shirt,Beige
2878,506166052,T-shirt,Dark Orange
2879,506166054,T-shirt,Off White
2880,506166058,T-shirt,Black
2881,506190005,Bikini top,Red
2882,506273002,Shorts,Light Pink
2883,506321001,Trousers,Black
2884,506321002,Trousers,Light Blue
2885,506321004,Trousers,Dark Grey
2886,506321009,Trousers,Black
2887,506321011,Trousers,Light Blue
2888,506369002,Pyjama bottom,White
2889,506369004,Pyjama bottom,Dark Blue
2890,506369006,Pyjama bottom,Dark Blue
2891,506408006,Trousers,Black
2892,506410006,Garment Set,Blue
2893,506411008,Garment Set,Dark Grey
2894,506452003,Pyjama set,Black
2895,506452011,Pyjama set,Light Pink
2896,506486002,Sweater,Off White
2897,506495009,Sweater,Black
2898,506495012,Sweater,Grey
2899,506632002,Sweater,White
2900,506993012,Dress,Black
2901,507111002,Vest top,Light Turquoise
2902,507181001,Sneakers,Black
2903,507181002,Sneakers,Light Purple
2904,507320003,Slippers,Light Grey
2905,507399003,Necklace,Light Pink
2906,507431014,T-shirt,Red
2907,507431029,T-shirt,Dark Blue
2908,507431031,T-shirt,Black
2909,507533001,Sweater,Purple
2910,507533002,Sweater,White
2911,507564001,Dungarees,Black
2912,507706003,Leggings/Tights,Black
2913,507706004,Leggings/Tights,Dark Blue
2914,507834004,Sweater,Grey
2915,507834006,Sweater,Off White
2916,507854004,Socks,Black
2917,507883007,Underwear bottom,Dark Grey
2918,507883008,Underwear bottom,Dark Blue
2919,507883009,Underwear bottom,Black
2920,507883014,Underwear bottom,Dark Grey
2921,507883015,Underwear bottom,Light Grey
2922,507883018,Underwear bottom,Dark Grey
2923,507909001,Shirt,White
2924,507909003,Shirt,Black
2925,507909004,Shirt,Light Blue
2926,507909008,Shirt,Light Blue
2927,507909015,Shirt,Light Blue
2928,507909017,Shirt,White
2929,507909018,Shirt,Light Blue
2930,507909021,Shirt,Light Pink
2931,507909022,Shirt,Light Blue
2932,507909023,Shirt,Light Blue
2933,507909024,Shirt,Light Blue
2934,507909026,Shirt,Light Pink
2935,507909027,Shirt,Light Blue
2936,507909030,Shirt,Light Pink
2937,507910001,Shirt,White
2938,507910002,Shirt,Light Blue
2939,507910004,Shirt,Black
2940,507910020,Shirt,Dark Blue
2941,507910021,Shirt,Light Blue
2942,507910025,Shirt,Pink
2943,507910026,Shirt,Dark Blue
2944,507910027,Shirt,Blue
2945,507978001,Shorts,Dark Red
2946,507987001,Scarf,Black
2947,507987024,Scarf,Dark Pink
2948,507987025,Scarf,Grey
2949,507987027,Scarf,Beige
2950,507987030,Scarf,Blue
2951,507987031,Scarf,Dark Red
2952,507987034,Scarf,Dark Red
2953,508156026,Night gown,Light Blue
2954,508156027,Night gown,Light Orange
2955,508156028,Night gown,Black
2956,508156030,Night gown,Light Blue
